Package Name,Class Name,Method Name,Parameter Types,Cyclomatic Complexity
org.apache.commons.collections4.iterators,FilterListIteratorTest,testFailingHasNextBug,"No parameters",2
org.apache.commons.collections4,IterableUtils,reversedIterable,"Iterable<E>",1
org.apache.commons.collections4,MapUtils,getByte,"Map<? super K,?>, K, Function<K,Byte>",1
org.apache.commons.collections4.multimap,TransformedMultiValuedMap,transformKey,"K",2
org.apache.commons.collections4.map,StaticBucketMap,getHash,"Object",2
org.apache.commons.collections4.properties,OrderedPropertiesTest,testCompute,"No parameters",3
org.apache.commons.collections4.map,TestMapEntrySet,testMapEntrySetIteratorEntry,"No parameters",3
org.apache.commons.collections4.set,CompositeSetTest,testContainsAll,"No parameters",1
org.apache.commons.collections4.bidimap,TreeBidiMap,nextSmaller,"Node<K,V>, DataElement",4
org.apache.commons.collections4.sequence,SequencesComparatorTest,testShadok,"No parameters",7
org.apache.commons.collections4.list,NodeCachingLinkedList,isCacheFull,"No parameters",1
org.apache.commons.collections4.bloomfilter,Shape,fromNMK,"int, int, int",1
org.apache.commons.collections4,AbstractLinkedListTest,testLinkedListGetFirst,"No parameters",1
org.apache.commons.collections4.bloomfilter,Shape,getProbability,"int",3
org.apache.commons.collections4.bloomfilter,SimpleBloomFilter,merge,"IndexExtractor",2
org.apache.commons.collections4.iterators,IteratorChain,isLocked,"No parameters",1
org.apache.commons.collections4.comparators,PseudoRow,getColumn,"int",1
org.apache.commons.collections4,FluentIterableTest,testZip,"No parameters",1
org.apache.commons.collections4,MapUtils,getBooleanValue,"Map<? super K,?>, K, Function<K,Boolean>",1
org.apache.commons.collections4,IterableUtilsTest,testToStringWithNullArguments,"No parameters",1
org.apache.commons.collections4.iterators,PeekingIterator,element,"No parameters",2
org.apache.commons.collections4.multimap,AbstractMultiValuedMapTest,testRemoveMappingThroughGetIterator,"No parameters",4
org.apache.commons.collections4.bloomfilter,IndexExtractor,fromIndexArray,"int",3
org.apache.commons.collections4.collection,CompositeCollectionTest,testAddNullListsVarArgs,"No parameters",1
org.apache.commons.collections4.bloomfilter,AbstractBloomFilterExtractorTest,testForEachPairReturnFalseLate,"No parameters",1
org.apache.commons.collections4.bloomfilter,BitMapsTest,testMod,"No parameters",3
org.apache.commons.collections4.map,Flat3Map,createDelegateMap,"No parameters",1
org.apache.commons.collections4,IteratorUtils,asIterator,"Enumeration<? extends E>, Collection<? super E>",1
org.apache.commons.collections4.collection,IndexedCollectionTest,testDecoratedCollectionIsIndexedOnCreation,"No parameters",1
org.apache.commons.collections4,IterableUtils,loopingIterable,"Iterable<E>",2
org.apache.commons.collections4.bloomfilter,BitMapsTest,testNumberOfBitMaps,"No parameters",3
org.apache.commons.collections4,MapUtils,getByteValue,"Map<? super K,?>, K, Function<K,Byte>",1
org.apache.commons.collections4.functors,AllPredicateTest,testOneTruePredicate,"No parameters",1
org.apache.commons.collections4,SetUtils,difference,"Set<? extends E>, Set<? extends E>",1
org.apache.commons.collections4.queue,PredicatedQueueTest,decorateCollection,"Queue<E>, Predicate<E>",1
org.apache.commons.collections4,SetUtils,hashCodeForSet,"Collection<T>",4
org.apache.commons.collections4.bidimap,DualTreeBidiMap2Test,testCollections364,"No parameters",1
org.apache.commons.collections4.trie,AbstractPatriciaTrie,lowerEntry,"K",6
org.apache.commons.collections4,FluentIterableTest,testCopyInto,"No parameters",1
org.apache.commons.collections4.iterators,ObjectGraphIteratorTest,testIteratorConstructorIteration_SimpleNoHasNext,"No parameters",2
org.apache.commons.collections4,CollectionUtilsTest,testRemoveRangeEndIndexNegative,"No parameters",1
org.apache.commons.collections4.iterators,FilterListIteratorTest,testCollections360,"No parameters",1
org.apache.commons.collections4.list,AbstractListTest,testListRemoveByIndexBoundsChecking2,"No parameters",2
org.apache.commons.collections4.iterators,ObjectGraphIteratorTest,testIteration_RootNoTransformer,"No parameters",1
org.apache.commons.collections4.map,AbstractMapTest,testMapGetOrDefault,"No parameters",6
org.apache.commons.collections4,ArrayStack,pop,"No parameters",2
org.apache.commons.collections4.bag,SynchronizedSortedBag,getSortedBag,"No parameters",1
org.apache.commons.collections4,CollectionUtilsTest,testAddAllForElements,"No parameters",1
org.apache.commons.collections4.map,PredicatedSortedMapTest,makeTestMapWithComparator,"No parameters",1
org.apache.commons.collections4,BagUtilsTest,testPredicatedBag,"No parameters",1
org.apache.commons.collections4.iterators,NodeListIteratorTest,testNullConstructor,"No parameters",1
org.apache.commons.collections4.bloomfilter,LayerManager,builder,"No parameters",1
org.apache.commons.collections4.list,Node,getPreviousNode,"No parameters",1
org.apache.commons.collections4,GuavaTestlibTest,suiteMap,"String, Supplier<Map<String,String>>",2
org.apache.commons.collections4.multimap,AbstractMultiValuedMapTest,getSampleValues,"No parameters",3
org.apache.commons.collections4.multimap,UnmodifiableMultiValuedMapTest,testUnmodifiableKeys,"No parameters",1
org.apache.commons.collections4.map,PredicatedMap,validate,"K, V",3
org.apache.commons.collections4.bloomfilter,Shape,estimateMaxN,"No parameters",1
org.apache.commons.collections4.functors,DefaultEquator,equate,"T, T",1
org.apache.commons.collections4,MapUtils,invertMap,"Map<K,V>",2
org.apache.commons.collections4.bloomfilter,AbstractBloomFilterTest,testMerge,"No parameters",3
org.apache.commons.collections4.bidimap,TreeBidiMap,getParent,"Node<K,V>, DataElement",1
org.apache.commons.collections4.trie,AbstractPatriciaTrie,isValidUplink,"TrieEntry<?,?>, TrieEntry<?,?>",1
org.apache.commons.collections4.list,PredicatedList,subList,"int, int",1
org.apache.commons.collections4.list,TransformedList,transformedList,"List<E>, Transformer<? super E,? extends E>",3
org.apache.commons.collections4.map,LazyMapTest,testMapGetWithFactory,"No parameters",1
org.apache.commons.collections4.collection,CompositeCollectionTest,testAddNullList,"No parameters",1
org.apache.commons.collections4.collection,AbstractCollectionTest,assertUnorderedArrayEquals,"Object[], Object[], String",5
org.apache.commons.collections4.collection,PredicatedCollectionBuilderTest,testAddFail,"No parameters",1
org.apache.commons.collections4.iterators,IteratorIterableTest,testMultipleUserIterator,"No parameters",1
org.apache.commons.collections4.multiset,UnmodifiableMultiSet,addAll,"Collection<? extends E>",1
org.apache.commons.collections4.map,LRUMapTest,testRemoveLRUFirstBlocksRemove,"No parameters",1
org.apache.commons.collections4,IterableUtilsTest,testDuplicatListAllSameInDeque,"No parameters",1
org.apache.commons.collections4.list,CursorableLinkedListTest,testInternalState_CursorNextNextPreviousAddByIterator,"No parameters",1
org.apache.commons.collections4.map,TransformedSortedMap,transformingSortedMap,"SortedMap<K,V>, Transformer<? super K,? extends K>, Transformer<? super V,? extends V>",1
org.apache.commons.collections4.collection,AbstractCollectionTest,testCollectionRemoveIf,"No parameters",2
org.apache.commons.collections4,MapUtilsTest,testVerbosePrintNullKey,"No parameters",1
org.apache.commons.collections4.bag,AbstractBagTest,testBagToArray,"No parameters",3
org.apache.commons.collections4.map,LRUMapTest,testInternalState_getEntry_int,"No parameters",2
org.apache.commons.collections4.list,AbstractListTest,forwardTest,"ListIterator<E>, int",2
org.apache.commons.collections4.bidimap,Node,setBlack,"DataElement",1
org.apache.commons.collections4.list,AbstractLinkedList,addFirst,"E",1
org.apache.commons.collections4.iterators,CollatingIteratorTest,testNullComparator,"No parameters",3
org.apache.commons.collections4.bloomfilter,BloomFilteExtractorFromLayeredBloomFilterTest,createUnderTest,"BloomFilter",2
org.apache.commons.collections4.collection,Builder,createPredicatedBag,"Bag<E>",1
org.apache.commons.collections4.trie,AbstractPatriciaTrie,followRight,"TrieEntry<K,V>",3
org.apache.commons.collections4,MultiMap,removeMapping,"K, V",1
org.apache.commons.collections4.functors,WhileClosure,isDoLoop,"No parameters",1
org.apache.commons.collections4.comparators,Equals,expectFalseWhenFixedOrderComparatorIsComparedWithOtherObject,"No parameters",1
org.apache.commons.collections4.map,AbstractMapTest,testMapPutNullValue,"No parameters",4
org.apache.commons.collections4.bag,AbstractBagTest,testBagRemoveAll,"No parameters",2
org.apache.commons.collections4,EnumerationUtilsTest,testAsIterableForNull,"No parameters",1
org.apache.commons.collections4,IteratorUtilsTest,testFilteredIterator,"No parameters",1
org.apache.commons.collections4.comparators,ComparatorChain,addComparator,"Comparator<E>, boolean",2
org.apache.commons.collections4,ClosureUtilsTest,testNopClosure,"No parameters",1
org.apache.commons.collections4.bidimap,TreeBidiMap,swapPosition,"Node<K,V>, Node<K,V>, DataElement",15
org.apache.commons.collections4.map,Flat3MapTest,testClone4,"No parameters",1
org.apache.commons.collections4.trie,AbstractPatriciaTrie,incrementModCount,"No parameters",1
org.apache.commons.collections4.list,TransformedList,getList,"No parameters",1
org.apache.commons.collections4,MapUtilsTest,testGetNumber,"No parameters",2
org.apache.commons.collections4,CollectionUtils,isEqualCollection,"Collection<? extends E>, Collection<? extends E>, Equator<? super E>",2
org.apache.commons.collections4,MapUtilsTest,getContents,"No parameters",2
org.apache.commons.collections4.bloomfilter,AbstractCountingBloomFilterTest,testCountingSpecificConstructor,"No parameters",1
org.apache.commons.collections4.map,Flat3MapTest,testClone2,"No parameters",1
org.apache.commons.collections4.iterators,PeekingIterator,peekingIterator,"Iterator<? extends E>",2
org.apache.commons.collections4.bidimap,Node,swapColors,"Node<K,V>, DataElement",1
org.apache.commons.collections4.set,UnmodifiableNavigableSet,unmodifiableNavigableSet,"NavigableSet<E>",2
org.apache.commons.collections4.list,DefaultAbstractLinkedListForJava21Test,checkNodes,"No parameters",3
org.apache.commons.collections4,ListUtilsTest,testPredicatedList,"No parameters",1
org.apache.commons.collections4.collection,IndexedCollection,reindex,"No parameters",2
org.apache.commons.collections4.multimap,TransformedMultiValuedMap,transformValue,"V",2
org.apache.commons.collections4.bag,AbstractSortedBagDecorator,last,"No parameters",1
org.apache.commons.collections4.comparators,BooleanComparator,booleanComparator,"boolean",1
org.apache.commons.collections4,CollectionUtilsTest,testIsSubCollectionOfSelf,"No parameters",1
org.apache.commons.collections4,IteratorUtilsTest,testAsIterator,"No parameters",1
org.apache.commons.collections4.set,TransformedSortedSet,getSortedSet,"No parameters",1
org.apache.commons.collections4.map,UnmodifiableMap,unmodifiableMap,"Map<? extends K,? extends V>",2
org.apache.commons.collections4.map,AbstractMapTest,testMapClear,"No parameters",2
org.apache.commons.collections4.functors,EqualPredicateTest,testNullArgumentEqualsNullPredicate,"No parameters",1
org.apache.commons.collections4.map,MultiValueMapTest,makeEmptyMap,"No parameters",1
org.apache.commons.collections4.bloomfilter,LayeredBloomFilterTest,fixed,"Shape, int, Supplier<T>",1
org.apache.commons.collections4,CollectionUtilsTest,testGetFromList,"No parameters",1
org.apache.commons.collections4.bidimap,TreeBidiMap,doHashCode,"DataElement",3
org.apache.commons.collections4.map,LRUMapTest,testSynchronizedRemoveFromMapIterator,"No parameters",11
org.apache.commons.collections4.iterators,FilterListIteratorTest,previousPreviousNext,"ListIterator<?>, ListIterator<?>",1
org.apache.commons.collections4.set,UnmodifiableNavigableSet,descendingSet,"No parameters",1
org.apache.commons.collections4.sequence,EditScript,getModifications,"No parameters",1
org.apache.commons.collections4,CollectionUtils,synchronizedCollection,"Collection<C>",1
org.apache.commons.collections4,CollectionUtilsTest,testHashCodeNullCollection,"No parameters",1
org.apache.commons.collections4.multimap,UnmodifiableMultiValuedMapTest,testRemoveException,"No parameters",1
org.apache.commons.collections4.iterators,ZippingIteratorTest,testIterateFibEvenOdd,"No parameters",1
org.apache.commons.collections4.iterators,FilterListIteratorTest,nextNextPrevious,"ListIterator<?>, ListIterator<?>",1
org.apache.commons.collections4,ListUtilsTest,testLazyTransformerList,"No parameters",1
org.apache.commons.collections4.collection,AbstractCollectionTest,testCollectionContainsAll,"No parameters",1
org.apache.commons.collections4.list,SetUniqueListTest,testCollectionIteratorRemove,"No parameters",1
org.apache.commons.collections4,AbstractObjectTest,readExternalFormFromBytes,"byte[]",1
org.apache.commons.collections4.list,CursorableLinkedList,broadcastNodeChanged,"Node<E>",3
org.apache.commons.collections4.multimap,AbstractMultiValuedMapTest,testPutAll_Map1,"No parameters",1
org.apache.commons.collections4.multimap,AbstractMultiValuedMapTest,testPutAll_Map2,"No parameters",1
org.apache.commons.collections4.multimap,UnmodifiableMultiValuedMapTest,testUnmodifiableAsMap,"No parameters",1
org.apache.commons.collections4.bidimap,AbstractBidiMapTest,removeByKeySet,"BidiMap<?,?>, Object, Object",1
org.apache.commons.collections4.map,UnmodifiableEntrySet,unmodifiableEntrySet,"Set<Map.Entry<K,V>>",2
org.apache.commons.collections4.bloomfilter,EnhancedDoubleHasher,getInitial,"No parameters",1
org.apache.commons.collections4.collection,Builder,createPredicatedSet,"Set<E>",1
org.apache.commons.collections4.queue,AbstractQueueTest,testQueueOffer,"No parameters",5
org.apache.commons.collections4.iterators,CollatingIterator,start,"No parameters",3
org.apache.commons.collections4.bloomfilter,BitMapsTest,testGetLongBit,"No parameters",1
org.apache.commons.collections4.iterators,AbstractOrderedMapIteratorDecorator,getValue,"No parameters",1
org.apache.commons.collections4.list,PredicatedList,lastIndexOf,"Object",1
org.apache.commons.collections4.collection,AbstractCollectionTest,testCollectionRemoveAll,"No parameters",3
org.apache.commons.collections4.iterators,Leaf,setColor,"String",1
org.apache.commons.collections4.iterators,FilterIteratorTest,testReturnValues,"No parameters",1
org.apache.commons.collections4,IteratorUtilsTest,testGetIterator,"No parameters",1
org.apache.commons.collections4.map,AbstractMapTest,isAllowNullValue,"No parameters",1
org.apache.commons.collections4.set,ListOrderedSet2Test,testListAddIndexed,"No parameters",1
org.apache.commons.collections4,IterableUtilsTest,testDuplicateSetNoDuplicates,"No parameters",1
org.apache.commons.collections4.iterators,FilterListIterator,setListIterator,"ListIterator<? extends E>",1
